Pergunta,Resposta
"O que quer dizer quando a SAT aparece como ""aguardando aprovação""?","Significa que, apesar de devidamente preenchida pelo servidor do órgão de execução, ainda não houve assinatura do Membro responsável. A autenticação pelo Membro é imprescindível para o atendimento da SAT, já que consta como requisito na Resolução GPGJ nº 2.197/18. Somente após a assinatura do Membro é que a SAT é enviada a este grupo especializado."
"Como entender o status ""aguardando aprovação"" no sistema SAT?","Significa que, apesar de devidamente preenchida pelo servidor do órgão de execução, ainda não houve assinatura do Membro responsável. A autenticação pelo Membro é imprescindível para o atendimento da SAT, já que consta como requisito na Resolução GPGJ nº 2.197/18. Somente após a assinatura do Membro é que a SAT é enviada a este grupo especializado."
"O que representa o status ""aguardando aprovação"" na SAT?","Significa que, apesar de devidamente preenchida pelo servidor do órgão de execução, ainda não houve assinatura do Membro responsável. A autenticação pelo Membro é imprescindível para o atendimento da SAT, já que consta como requisito na Resolução GPGJ nº 2.197/18. Somente após a assinatura do Membro é que a SAT é enviada a este grupo especializado."
"Qual o significado de ""aguardando aprovação"" no sistema SAT?","Significa que, apesar de devidamente preenchida pelo servidor do órgão de execução, ainda não houve assinatura do Membro responsável. A autenticação pelo Membro é imprescindível para o atendimento da SAT, já que consta como requisito na Resolução GPGJ nº 2.197/18. Somente após a assinatura do Membro é que a SAT é enviada a este grupo especializado."
"O que devo interpretar quando a SAT está ""aguardando aprovação""?","Significa que, apesar de devidamente preenchida pelo servidor do órgão de execução, ainda não houve assinatura do Membro responsável. A autenticação pelo Membro é imprescindível para o atendimento da SAT, já que consta como requisito na Resolução GPGJ nº 2.197/18. Somente após a assinatura do Membro é que a SAT é enviada a este grupo especializado."
"O que acontece quando a SAT fica em ""aguardando aprovação""?","Significa que, apesar de devidamente preenchida pelo servidor do órgão de execução, ainda não houve assinatura do Membro responsável. A autenticação pelo Membro é imprescindível para o atendimento da SAT, já que consta como requisito na Resolução GPGJ nº 2.197/18. Somente após a assinatura do Membro é que a SAT é enviada a este grupo especializado."
"O que significa o termo ""aguardando aprovação"" no contexto da SAT?","Significa que, apesar de devidamente preenchida pelo servidor do órgão de execução, ainda não houve assinatura do Membro responsável. A autenticação pelo Membro é imprescindível para o atendimento da SAT, já que consta como requisito na Resolução GPGJ nº 2.197/18. Somente após a assinatura do Membro é que a SAT é enviada a este grupo especializado."
"Por que a SAT aparece como ""aguardando aprovação""?","Significa que, apesar de devidamente preenchida pelo servidor do órgão de execução, ainda não houve assinatura do Membro responsável. A autenticação pelo Membro é imprescindível para o atendimento da SAT, já que consta como requisito na Resolução GPGJ nº 2.197/18. Somente após a assinatura do Membro é que a SAT é enviada a este grupo especializado."
"O que implica o status ""aguardando aprovação"" na SAT?","Significa que, apesar de devidamente preenchida pelo servidor do órgão de execução, ainda não houve assinatura do Membro responsável. A autenticação pelo Membro é imprescindível para o atendimento da SAT, já que consta como requisito na Resolução GPGJ nº 2.197/18. Somente após a assinatura do Membro é que a SAT é enviada a este grupo especializado."
"O que significa quando o sistema SAT mostra ""aguardando aprovação""?","Significa que, apesar de devidamente preenchida pelo servidor do órgão de execução, ainda não houve assinatura do Membro responsável. A autenticação pelo Membro é imprescindível para o atendimento da SAT, já que consta como requisito na Resolução GPGJ nº 2.197/18. Somente após a assinatura do Membro é que a SAT é enviada a este grupo especializado."
"Como proceder quando a SAT está ""aguardando aprovação""?","Significa que, apesar de devidamente preenchida pelo servidor do órgão de execução, ainda não houve assinatura do Membro responsável. A autenticação pelo Membro é imprescindível para o atendimento da SAT, já que consta como requisito na Resolução GPGJ nº 2.197/18. Somente após a assinatura do Membro é que a SAT é enviada a este grupo especializado."
"O que devo fazer se a SAT está ""aguardando aprovação""?","Significa que, apesar de devidamente preenchida pelo servidor do órgão de execução, ainda não houve assinatura do Membro responsável. A autenticação pelo Membro é imprescindível para o atendimento da SAT, já que consta como requisito na Resolução GPGJ nº 2.197/18. Somente após a assinatura do Membro é que a SAT é enviada a este grupo especializado."
"O que indica o status ""aguardando aprovação"" na SAT?","Significa que, apesar de devidamente preenchida pelo servidor do órgão de execução, ainda não houve assinatura do Membro responsável. A autenticação pelo Membro é imprescindível para o atendimento da SAT, já que consta como requisito na Resolução GPGJ nº 2.197/18. Somente após a assinatura do Membro é que a SAT é enviada a este grupo especializado."
"O que quer dizer ""aguardando aprovação"" no sistema SAT?","Significa que, apesar de devidamente preenchida pelo servidor do órgão de execução, ainda não houve assinatura do Membro responsável. A autenticação pelo Membro é imprescindível para o atendimento da SAT, já que consta como requisito na Resolução GPGJ nº 2.197/18. Somente após a assinatura do Membro é que a SAT é enviada a este grupo especializado."
"O que significa o status ""aguardando aprovação"" na SAT?","Significa que, apesar de devidamente preenchida pelo servidor do órgão de execução, ainda não houve assinatura do Membro responsável. A autenticação pelo Membro é imprescindível para o atendimento da SAT, já que consta como requisito na Resolução GPGJ nº 2.197/18. Somente após a assinatura do Membro é que a SAT é enviada a este grupo especializado."
"Se o Membro preencher a SAT, ele precisa assinar o documento?","Não. Caso o login e senha de acesso reconhecerem que é um Membro logado, ao elaborar a SAT e clicar em ""enviar SAT"" ela é automaticamente enviada a este órgão sem a necessidade de nenhuma outra ação."
É obrigatório que o Membro assine a SAT caso ele mesmo a preencha?,"Não. Caso o login e senha de acesso reconhecerem que é um Membro logado, ao elaborar a SAT e clicar em ""enviar SAT"" ela é automaticamente enviada a este órgão sem a necessidade de nenhuma outra ação."
A assinatura do Membro é necessária quando ele preenche a SAT?,"Não. Caso o login e senha de acesso reconhecerem que é um Membro logado, ao elaborar a SAT e clicar em ""enviar SAT"" ela é automaticamente enviada a este órgão sem a necessidade de nenhuma outra ação."
"Se o Membro for o responsável por preencher a SAT, ele deve assiná-la?","Não. Caso o login e senha de acesso reconhecerem que é um Membro logado, ao elaborar a SAT e clicar em ""enviar SAT"" ela é automaticamente enviada a este órgão sem a necessidade de nenhuma outra ação."
A SAT preenchida pelo próprio Membro exige a sua assinatura?,"Não. Caso o login e senha de acesso reconhecerem que é um Membro logado, ao elaborar a SAT e clicar em ""enviar SAT"" ela é automaticamente enviada a este órgão sem a necessidade de nenhuma outra ação."
É preciso que o Membro assine a SAT se ele mesmo a preencheu?,"Não. Caso o login e senha de acesso reconhecerem que é um Membro logado, ao elaborar a SAT e clicar em ""enviar SAT"" ela é automaticamente enviada a este órgão sem a necessidade de nenhuma outra ação."
"No caso de o Membro preencher a SAT, a assinatura dele é obrigatória?","Não. Caso o login e senha de acesso reconhecerem que é um Membro logado, ao elaborar a SAT e clicar em ""enviar SAT"" ela é automaticamente enviada a este órgão sem a necessidade de nenhuma outra ação."
A assinatura do Membro é requerida quando ele mesmo preenche a SAT?,"Não. Caso o login e senha de acesso reconhecerem que é um Membro logado, ao elaborar a SAT e clicar em ""enviar SAT"" ela é automaticamente enviada a este órgão sem a necessidade de nenhuma outra ação."
"Se a SAT for preenchida pelo Membro, ele tem que assinar?","Não. Caso o login e senha de acesso reconhecerem que é um Membro logado, ao elaborar a SAT e clicar em ""enviar SAT"" ela é automaticamente enviada a este órgão sem a necessidade de nenhuma outra ação."
O Membro precisa assinar a SAT se ele for o responsável por preenchê-la?,"Não. Caso o login e senha de acesso reconhecerem que é um Membro logado, ao elaborar a SAT e clicar em ""enviar SAT"" ela é automaticamente enviada a este órgão sem a necessidade de nenhuma outra ação."
A assinatura é necessária quando o Membro preenche a SAT?,"Não. Caso o login e senha de acesso reconhecerem que é um Membro logado, ao elaborar a SAT e clicar em ""enviar SAT"" ela é automaticamente enviada a este órgão sem a necessidade de nenhuma outra ação."
"Se o Membro preencher a SAT, ele deve colocar a sua assinatura?","Não. Caso o login e senha de acesso reconhecerem que é um Membro logado, ao elaborar a SAT e clicar em ""enviar SAT"" ela é automaticamente enviada a este órgão sem a necessidade de nenhuma outra ação."
É necessário que o Membro assine a SAT caso ele a preencha?,"Não. Caso o login e senha de acesso reconhecerem que é um Membro logado, ao elaborar a SAT e clicar em ""enviar SAT"" ela é automaticamente enviada a este órgão sem a necessidade de nenhuma outra ação."
A SAT preenchida pelo Membro exige a assinatura dele?,"Não. Caso o login e senha de acesso reconhecerem que é um Membro logado, ao elaborar a SAT e clicar em ""enviar SAT"" ela é automaticamente enviada a este órgão sem a necessidade de nenhuma outra ação."
O Membro tem que assinar a SAT se ele mesmo a preencheu?,"Não. Caso o login e senha de acesso reconhecerem que é um Membro logado, ao elaborar a SAT e clicar em ""enviar SAT"" ela é automaticamente enviada a este órgão sem a necessidade de nenhuma outra ação."
"É permitido que um Membro solicite a SAT, mas outro assine o documento?","Sim. Mesmo que a determinação de elaboração da SAT no procedimento seja feita por um Membro e este conste como Membro solicitante, é possível que a assinatura e autenticação da SAT seja feita por outro. Nesse caso, quem assinou a SAT figurará como Membro solicitante/responsável pela solicitação."
"Um Membro pode fazer a solicitação da SAT, mas outro ser o responsável pela assinatura?","Sim. Mesmo que a determinação de elaboração da SAT no procedimento seja feita por um Membro e este conste como Membro solicitante, é possível que a assinatura e autenticação da SAT seja feita por outro. Nesse caso, quem assinou a SAT figurará como Membro solicitante/responsável pela solicitação."
A assinatura da SAT pode ser feita por um Membro diferente daquele que a solicitou?,"Sim. Mesmo que a determinação de elaboração da SAT no procedimento seja feita por um Membro e este conste como Membro solicitante, é possível que a assinatura e autenticação da SAT seja feita por outro. Nesse caso, quem assinou a SAT figurará como Membro solicitante/responsável pela solicitação."
"É viável que um Membro solicite a SAT, mas outro Membro a assine?","Sim. Mesmo que a determinação de elaboração da SAT no procedimento seja feita por um Membro e este conste como Membro solicitante, é possível que a assinatura e autenticação da SAT seja feita por outro. Nesse caso, quem assinou a SAT figurará como Membro solicitante/responsável pela solicitação."
Pode ocorrer de um Membro solicitar a SAT e outro Membro assinar?,"Sim. Mesmo que a determinação de elaboração da SAT no procedimento seja feita por um Membro e este conste como Membro solicitante, é possível que a assinatura e autenticação da SAT seja feita por outro. Nesse caso, quem assinou a SAT figurará como Membro solicitante/responsável pela solicitação."
"Um Membro pode ser o solicitante da SAT, enquanto outro Membro a assina?","Sim. Mesmo que a determinação de elaboração da SAT no procedimento seja feita por um Membro e este conste como Membro solicitante, é possível que a assinatura e autenticação da SAT seja feita por outro. Nesse caso, quem assinou a SAT figurará como Membro solicitante/responsável pela solicitação."
A SAT pode ser solicitada por um Membro e assinada por outro?,"Sim. Mesmo que a determinação de elaboração da SAT no procedimento seja feita por um Membro e este conste como Membro solicitante, é possível que a assinatura e autenticação da SAT seja feita por outro. Nesse caso, quem assinou a SAT figurará como Membro solicitante/responsável pela solicitação."
É possível que a solicitação da SAT seja feita por um Membro e a assinatura por outro?,"Sim. Mesmo que a determinação de elaboração da SAT no procedimento seja feita por um Membro e este conste como Membro solicitante, é possível que a assinatura e autenticação da SAT seja feita por outro. Nesse caso, quem assinou a SAT figurará como Membro solicitante/responsável pela solicitação."
"Um Membro pode requisitar a SAT, mas outro Membro ser o signatário?","Sim. Mesmo que a determinação de elaboração da SAT no procedimento seja feita por um Membro e este conste como Membro solicitante, é possível que a assinatura e autenticação da SAT seja feita por outro. Nesse caso, quem assinou a SAT figurará como Membro solicitante/responsável pela solicitação."
A SAT pode ter um Membro como solicitante e outro como assinante?,"Sim. Mesmo que a determinação de elaboração da SAT no procedimento seja feita por um Membro e este conste como Membro solicitante, é possível que a assinatura e autenticação da SAT seja feita por outro. Nesse caso, quem assinou a SAT figurará como Membro solicitante/responsável pela solicitação."
É permitido que a SAT seja solicitada por um Membro e assinada por outro?,"Sim. Mesmo que a determinação de elaboração da SAT no procedimento seja feita por um Membro e este conste como Membro solicitante, é possível que a assinatura e autenticação da SAT seja feita por outro. Nesse caso, quem assinou a SAT figurará como Membro solicitante/responsável pela solicitação."
"Um Membro pode ser o responsável pela solicitação da SAT, mas outro Membro assinar?","Sim. Mesmo que a determinação de elaboração da SAT no procedimento seja feita por um Membro e este conste como Membro solicitante, é possível que a assinatura e autenticação da SAT seja feita por outro. Nesse caso, quem assinou a SAT figurará como Membro solicitante/responsável pela solicitação."
A SAT pode ser solicitada por um Membro e ter a assinatura de outro?,"Sim. Mesmo que a determinação de elaboração da SAT no procedimento seja feita por um Membro e este conste como Membro solicitante, é possível que a assinatura e autenticação da SAT seja feita por outro. Nesse caso, quem assinou a SAT figurará como Membro solicitante/responsável pela solicitação."
É possível que a SAT tenha um Membro como solicitante e outro como assinante?,"Sim. Mesmo que a determinação de elaboração da SAT no procedimento seja feita por um Membro e este conste como Membro solicitante, é possível que a assinatura e autenticação da SAT seja feita por outro. Nesse caso, quem assinou a SAT figurará como Membro solicitante/responsável pela solicitação."
"Um Membro pode solicitar a SAT, mas outro Membro ser o encarregado de assinar?","Sim. Mesmo que a determinação de elaboração da SAT no procedimento seja feita por um Membro e este conste como Membro solicitante, é possível que a assinatura e autenticação da SAT seja feita por outro. Nesse caso, quem assinou a SAT figurará como Membro solicitante/responsável pela solicitação."
Como posso verificar o status da SAT no sistema Nova SAT do MPRJ?,"O andamento da SAT ainda não está automatizado. Portanto, caso o solicitante deseje consultar o andamento da SAT, é necessário entrar em contato com a secretaria do GATE por e-mail, a fim de obter as informações desejadas."
De que maneira posso acompanhar o progresso da SAT no sistema Nova SAT?,"O andamento da SAT ainda não está automatizado. Portanto, caso o solicitante deseje consultar o andamento da SAT, é necessário entrar em contato com a secretaria do GATE por e-mail, a fim de obter as informações desejadas."
Existe uma forma de checar o andamento da SAT no sistema do MPRJ?,"O andamento da SAT ainda não está automatizado. Portanto, caso o solicitante deseje consultar o andamento da SAT, é necessário entrar em contato com a secretaria do GATE por e-mail, a fim de obter as informações desejadas."
Como faço para obter informações sobre o andamento da SAT no Nova SAT?,"O andamento da SAT ainda não está automatizado. Portanto, caso o solicitante deseje consultar o andamento da SAT, é necessário entrar em contato com a secretaria do GATE por e-mail, a fim de obter as informações desejadas."
Qual é o procedimento para consultar o status da SAT no sistema do MPRJ?,"O andamento da SAT ainda não está automatizado. Portanto, caso o solicitante deseje consultar o andamento da SAT, é necessário entrar em contato com a secretaria do GATE por e-mail, a fim de obter as informações desejadas."
"Preciso saber como acompanhar o andamento da SAT, como faço isso no Nova SAT?","O andamento da SAT ainda não está automatizado. Portanto, caso o solicitante deseje consultar o andamento da SAT, é necessário entrar em contato com a secretaria do GATE por e-mail, a fim de obter as informações desejadas."
Há alguma maneira de verificar o progresso da SAT no sistema Nova SAT do MPRJ?,"O andamento da SAT ainda não está automatizado. Portanto, caso o solicitante deseje consultar o andamento da SAT, é necessário entrar em contato com a secretaria do GATE por e-mail, a fim de obter as informações desejadas."
Como posso acessar o andamento da SAT no sistema Nova SAT?,"O andamento da SAT ainda não está automatizado. Portanto, caso o solicitante deseje consultar o andamento da SAT, é necessário entrar em contato com a secretaria do GATE por e-mail, a fim de obter as informações desejadas."
"Gostaria de saber como consultar o status da SAT no sistema do MPRJ, como proceder?","O andamento da SAT ainda não está automatizado. Portanto, caso o solicitante deseje consultar o andamento da SAT, é necessário entrar em contato com a secretaria do GATE por e-mail, a fim de obter as informações desejadas."
"É possível verificar o andamento da SAT no Nova SAT? Se sim, como?","O andamento da SAT ainda não está automatizado. Portanto, caso o solicitante deseje consultar o andamento da SAT, é necessário entrar em contato com a secretaria do GATE por e-mail, a fim de obter as informações desejadas."
Como proceder para consultar o andamento da SAT no sistema Nova SAT do MPRJ?,"O andamento da SAT ainda não está automatizado. Portanto, caso o solicitante deseje consultar o andamento da SAT, é necessário entrar em contato com a secretaria do GATE por e-mail, a fim de obter as informações desejadas."
"Quero saber como posso acompanhar o andamento da SAT no sistema Nova SAT, alguém pode me ajudar?","O andamento da SAT ainda não está automatizado. Portanto, caso o solicitante deseje consultar o andamento da SAT, é necessário entrar em contato com a secretaria do GATE por e-mail, a fim de obter as informações desejadas."
Como faço para verificar o progresso da SAT no sistema Nova SAT do MPRJ?,"O andamento da SAT ainda não está automatizado. Portanto, caso o solicitante deseje consultar o andamento da SAT, é necessário entrar em contato com a secretaria do GATE por e-mail, a fim de obter as informações desejadas."
Existe um método para consultar o status da SAT no sistema Nova SAT?,"O andamento da SAT ainda não está automatizado. Portanto, caso o solicitante deseje consultar o andamento da SAT, é necessário entrar em contato com a secretaria do GATE por e-mail, a fim de obter as informações desejadas."
Como posso obter detalhes sobre o andamento da SAT no sistema Nova SAT do MPRJ?,"O andamento da SAT ainda não está automatizado. Portanto, caso o solicitante deseje consultar o andamento da SAT, é necessário entrar em contato com a secretaria do GATE por e-mail, a fim de obter as informações desejadas."
